"281470698571520","281470698571775","TH","Thailand","Phangnga","Kapong","8.696970","98.409140","82160","+07:00"
"281470698571776","281470698572031","TH","Thailand","Rayong","Ban Chang","12.725430","101.055300","21130","+07:00"
"281470698572032","281470698572287","TH","Thailand","Samut Prakan","Phra Pradaeng","13.658306","100.533479","10130","+07:00"
"281470698572288","281470698572543","TH","Thailand","Chumphon","Sawi","10.236830","99.109580","86130","+07:00"
"281470698572544","281470698572799","TH","Thailand","Phuket","Phuket","7.890479","98.398106","83120","+07:00"
"281470698572800","281470698573055","TH","Thailand","Kanchanaburi","Nong Prue","14.611440","99.450330","71220","+07:00"
"281470698573056","281470698573311","TH","Thailand","Nakhon Sawan","Tha Tako","15.642180","100.478390","60160","+07:00"
"281470698573312","281470698573823","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698573824","281470698574079","TH","Thailand","Ratchaburi","Damnoen Saduak","13.518240","99.954690","70130","+07:00"
"281470698574080","281470698574335","TH","Thailand","Phetchaburi","Cha-am","12.800135","99.966107","76120","+07:00"
"281470698574336","281470698574591","TH","Thailand","Sing Buri","In Buri","15.007870","100.326910","16110","+07:00"
"281470698574592","281470698574847","TH","Thailand","Saraburi","Nong Khae","14.340620","100.867330","18140","+07:00"
"281470698574848","281470698575103","TH","Thailand","Phetchaburi","Cha-am","12.800135","99.966107","76120","+07:00"
"281470698575104","281470698575359","TH","Thailand","Prachuap Khiri Khan","Sam Roi Yot","12.270810","99.872030","77120","+07:00"
"281470698575360","281470698575615","TH","Thailand","Pattani","Mayo","6.718640","101.409830","94000","+07:00"
"281470698575616","281470698575871","TH","Thailand","Nakhon Ratchasima","Chaloem Phra Kiat","15.005080","102.270330","30230","+07:00"
"281470698575872","281470698576127","TH","Thailand","Phuket","Phuket","7.890479","98.398106","83120","+07:00"
"281470698576128","281470698576383","TH","Thailand","Trang","Kantang","7.405420","99.515610","92110","+07:00"
"281470698576384","281470698576639","TH","Thailand","Chiang Rai","Pa Daet","19.504800","99.992430","57190","+07:00"
"281470698576640","281470698576895","TH","Thailand","Chiang Rai","Thoeng","19.685080","100.194560","57160","+07:00"
"281470698576896","281470698577151","TH","Thailand","Surat Thani","Koh Tao","10.098080","99.838090","84280","+07:00"
"281470698577152","281470698577407","TH","Thailand","Surat Thani","Surat Thani","9.140110","99.333110","84150","+07:00"
"281470698577408","281470698577919","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698577920","281470698578175","TH","Thailand","Loei","Phu Kradueng","16.884250","101.884670","42180","+07:00"
"281470698578176","281470698578431","TH","Thailand","Udon Thani","Non Sa-at","16.979140","102.893700","40280","+07:00"
"281470698578432","281470698578687","TH","Thailand","Mukdahan","Mukdahan","16.545310","104.723510","49160","+07:00"
"281470698578688","281470698579199","TH","Thailand","Kalasin","Kuchinarai","16.541000","104.050040","46110","+07:00"
"281470698579200","281470698579455","TH","Thailand","Loei","Phu Ruea","17.453800","101.362310","42160","+07:00"
"281470698579456","281470698579711","TH","Thailand","Mukdahan","Mukdahan","16.545310","104.723510","49160","+07:00"
"281470698579712","281470698579967","TH","Thailand","Loei","Wang Saphung","17.300970","101.768500","42130","+07:00"
"281470698579968","281470698580223","TH","Thailand","Sakon Nakhon","Sawang Daen Din","17.475310","103.457530","47110","+07:00"
"281470698580224","281470698580479","TH","Thailand","Loei","Loei","17.490520","101.727490","42000","+07:00"
"281470698580480","281470698580735","TH","Thailand","Mukdahan","Mukdahan","16.545310","104.723510","49160","+07:00"
"281470698580736","281470698580991","TH","Thailand","Kalasin","Huai Mek","16.589750","103.235470","46170","+07:00"
"281470698580992","281470698581503","TH","Thailand","Mukdahan","Mukdahan","16.545310","104.723510","49160","+07:00"
"281470698581504","281470698581759","TH","Thailand","Loei","Phu Ruea","17.453800","101.362310","42160","+07:00"
"281470698581760","281470698582015","TH","Thailand","Kalasin","Huai Mek","16.589750","103.235470","46170","+07:00"
"281470698582016","281470698582271","TH","Thailand","Phangnga","Takua Thung","8.383730","98.451230","82130","+07:00"
"281470698582272","281470698582527","TH","Thailand","Phangnga","Thai Mueang","8.399140","98.260610","82120","+07:00"
"281470698582528","281470698582783","TH","Thailand","Surat Thani","Koh Tao","10.098080","99.838090","84280","+07:00"
"281470698582784","281470698583039","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","84140","+07:00"
"281470698583040","281470698583295","TH","Thailand","Phatthalung","Si Banphot","7.721360","99.884300","93190","+07:00"
"281470698583296","281470698583551","TH","Thailand","Phatthalung","Phatthalung","7.617860","100.077920","93170","+07:00"
"281470698583552","281470698583807","TH","Thailand","Surat Thani","Ko Pha Ngan","9.719450","99.995110","84280","+07:00"
"281470698583808","281470698584063","TH","Thailand","Surat Thani","Koh Tao","10.098080","99.838090","84280","+07:00"
"281470698584064","281470698584575","TH","Thailand","Narathiwat","Su-ngai Kolok","6.029770","101.965860","96120","+07:00"
"281470698584576","281470698584831","TH","Thailand","Songkhla","Hat Yai","7.008360","100.476680","90110","+07:00"
"281470698584832","281470698585087","TH","Thailand","Narathiwat","Su-ngai Kolok","6.029770","101.965860","96120","+07:00"
"281470698585088","281470698585343","TH","Thailand","Yala","Betong","5.774340","101.072310","95110","+07:00"
"281470698585344","281470698585599","TH","Thailand","Narathiwat","Su-ngai Kolok","6.029770","101.965860","96120","+07:00"
"281470698585600","281470698585855","TH","Thailand","Songkhla","Hat Yai","7.008360","100.476680","90110","+07:00"
"281470698585856","281470698586111","TH","Thailand","Narathiwat","Su-ngai Kolok","6.029770","101.965860","96120","+07:00"
"281470698586112","281470698586367","CN","China","Fujian","Fuzhou","26.061390","119.306110","350004","+08:00"
"281470698586368","281470698586623","AU","Australia","Queensland","Brisbane","-27.467540","153.028090","4000","+10:00"
"281470698586624","281470698588159","CN","China","Fujian","Fuzhou","26.061390","119.306110","350004","+08:00"
"281470698588160","281470698588415","CN","China","Shanghai","Shanghai","31.224332","121.468951","200020","+08:00"
"281470698588416","281470698602495","CN","China","Guangdong","Guangzhou","23.127361","113.264570","510140","+08:00"
"281470698602496","281470698618879","JP","Japan","Tokyo","Tokyo","35.689497","139.692317","160-0021","+09:00"
"281470698618880","281470698619135","TH","Thailand","Loei","Dan Sai","17.280110","101.146860","42120","+07:00"
"281470698619136","281470698619391","TH","Thailand","Sakon Nakhon","Wanon Niwat","17.633910","103.752410","47120","+07:00"
"281470698619392","281470698619647","TH","Thailand","Nakhon Phanom","Renu Nakhon","17.051570","104.677090","48170","+07:00"
"281470698619648","281470698619903","TH","Thailand","Sakon Nakhon","Phang Khon","17.390500","103.716920","47160","+07:00"
"281470698619904","281470698620159","TH","Thailand","Loei","Pha Khao","17.065070","102.029650","42180","+07:00"
"281470698620160","281470698620415","TH","Thailand","Roi Et","Kaset Wisai","15.655580","103.583610","45150","+07:00"
"281470698620416","281470698620671","TH","Thailand","Mukdahan","Khamcha-i","16.577640","104.419560","49110","+07:00"
"281470698620672","281470698620927","TH","Thailand","Nong Bua Lam Phu","Nong Bua Lamphu","17.204060","102.440680","39000","+07:00"
"281470698620928","281470698621183","TH","Thailand","Roi Et","Roi Et","16.056700","103.653090","45000","+07:00"
"281470698621184","281470698621439","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698621440","281470698621695","TH","Thailand","Mukdahan","Khamcha-i","16.577640","104.419560","49110","+07:00"
"281470698621696","281470698621951","TH","Thailand","Loei","Phu Luang","17.139200","101.663920","42230","+07:00"
"281470698621952","281470698622207","TH","Thailand","Narathiwat","Cho-airong","6.225530","101.811280","96180","+07:00"
"281470698622208","281470698622463","TH","Thailand","Chon Buri","Pattaya","12.933006","100.884083","76130","+07:00"
"281470698622464","281470698622719","TH","Thailand","Trang","Ratsada","7.974670","99.633530","92160","+07:00"
"281470698622720","281470698622975","TH","Thailand","Phatthalung","Phatthalung","7.617860","100.077920","93170","+07:00"
"281470698622976","281470698623231","TH","Thailand","Kalasin","Huai Mek","16.589750","103.235470","46170","+07:00"
"281470698623232","281470698623487","TH","Thailand","Udon Thani","Sang Khom","17.826490","103.092620","41260","+07:00"
"281470698623488","281470698623743","TH","Thailand","Udon Thani","Na Yung","17.897470","102.149810","41380","+07:00"
"281470698623744","281470698623999","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698624000","281470698624255","TH","Thailand","Yala","Yala","6.539950","101.281280","95000","+07:00"
"281470698624256","281470698624511","TH","Thailand","Songkhla","Na Thawi","6.741920","100.691390","90160","+07:00"
"281470698624512","281470698624767","TH","Thailand","Songkhla","Songkhla","7.198820","100.595100","90190","+07:00"
"281470698624768","281470698625023","TH","Thailand","Songkhla","Hat Yai","7.008360","100.476680","90110","+07:00"
"281470698625024","281470698625535","TH","Thailand","Surat Thani","Koh Tao","10.098080","99.838090","84280","+07:00"
"281470698625536","281470698625791","TH","Thailand","Phangnga","Takua Pa","8.870500","98.343830","82110","+07:00"
"281470698625792","281470698626047","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","84140","+07:00"
"281470698626048","281470698626303","TH","Thailand","Phuket","Thalang","8.031700","98.334080","83110","+07:00"
"281470698626304","281470698626559","TH","Thailand","Krabi","Nuea Khlong","8.071440","98.999330","81130","+07:00"
"281470698626560","281470698626815","TH","Thailand","Krabi","Saladan","7.613420","99.036510","81150","+07:00"
"281470698626816","281470698627071","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","84140","+07:00"
"281470698627072","281470698627327","TH","Thailand","Chiang Mai","San Pa Tong","18.628280","98.895720","50120","+07:00"
"281470698627328","281470698627583","TH","Thailand","Chiang Mai","Chiang Dao","19.365420","98.964530","50170","+07:00"
"281470698627584","281470698628095","TH","Thailand","Chiang Mai","San Pa Tong","18.628280","98.895720","50120","+07:00"
"281470698628096","281470698628351","TH","Thailand","Chiang Rai","Chiang Rai","19.908580","99.832500","57000","+07:00"
"281470698628352","281470698628607","TH","Thailand","Chiang Mai","Om Koi","17.801220","98.359330","50310","+07:00"
"281470698628608","281470698628863","TH","Thailand","Chiang Mai","Chiang Mai","18.790686","98.984681","50000","+07:00"
"281470698628864","281470698629119","TH","Thailand","Chiang Rai","Chiang Rai","19.908580","99.832500","57000","+07:00"
"281470698629120","281470698629375","TH","Thailand","Chiang Rai","Mae Lao","19.790030","99.699670","57000","+07:00"
"281470698629376","281470698629631","TH","Thailand","Chiang Mai","Chiang Dao","19.365420","98.964530","50170","+07:00"
"281470698629632","281470698629887","TH","Thailand","Chiang Rai","Wiang Chiang Rung","20.013280","100.056390","57340","+07:00"
"281470698629888","281470698630143","TH","Thailand","Phrae","Sung Men","18.051610","100.111610","54130","+07:00"
"281470698630144","281470698630399","TH","Thailand","Chiang Rai","Phan","19.553950","99.740460","57120","+07:00"
"281470698630400","281470698630655","TH","Thailand","Chiang Rai","Chiang Rai","19.908580","99.832500","57000","+07:00"
"281470698630656","281470698630911","TH","Thailand","Chiang Rai","Phan","19.553950","99.740460","57120","+07:00"
"281470698630912","281470698631167","TH","Thailand","Chiang Mai","San Pa Tong","18.628280","98.895720","50120","+07:00"
"281470698631168","281470698631679","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698631680","281470698631935","TH","Thailand","Pathum Thani","Ban Lam Luk Ka","13.977380","100.777760","12150","+07:00"
"281470698631936","281470698632191","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698632192","281470698632447","TH","Thailand","Yasothon","Yasothon","15.794080","104.145100","35000","+07:00"
"281470698632448","281470698632703","TH","Thailand","Nakhon Ratchasima","Nakhon Ratchasima","14.970660","102.101960","30280","+07:00"
"281470698632704","281470698633215","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.749976","100.516819","10200","+07:00"
"281470698633216","281470698633471","TH","Thailand","Khon Kaen","Khon Kaen","16.446710","102.833000","40270","+07:00"
"281470698633472","281470698633727","TH","Thailand","Nong Khai","Nong Khai","17.878470","102.742000","43000","+07:00"
"281470698633728","281470698633983","TH","Thailand","Sakon Nakhon","Khok Si Suphan","17.043580","104.273110","47260","+07:00"
"281470698633984","281470698634239","TH","Thailand","Khon Kaen","Khon Kaen","16.446710","102.833000","40270","+07:00"
"281470698634240","281470698634495","TH","Thailand","Krabi","Ban Ao Nang","8.045800","98.810350","81180","+07:00"
"281470698634496","281470698634751","TH","Thailand","Phuket","Ban Talat Nua","7.884890","98.385570","83120","+07:00"
"281470698634752","281470698635263","TH","Thailand","Nong Bua Lam Phu","Na Klang","17.307200","102.188860","39170","+07:00"
"281470698635264","281470698635519","TH","Thailand","Roi Et","Kaset Wisai","15.655580","103.583610","45150","+07:00"
"281470698635520","281470698635775","TH","Thailand","Kalasin","Kalasin","16.432810","103.506580","46000","+07:00"
"281470698635776","281470698636031","TH","Thailand","Loei","Tha Li","17.623550","101.420990","42140","+07:00"
"281470698636032","281470698636287","TH","Thailand","Loei","Loei","17.490520","101.727490","42000","+07:00"
"281470698636288","281470698636543","TH","Thailand","Kalasin","Kalasin","16.432810","103.506580","46000","+07:00"
"281470698636544","281470698636799","TH","Thailand","Loei","Tha Li","17.623550","101.420990","42140","+07:00"
"281470698636800","281470698637055","TH","Thailand","Udon Thani","Kumphawapi","17.108750","103.014870","41380","+07:00"
"281470698637056","281470698637311","TH","Thailand","Udon Thani","Wang Sam Mo","16.952940","103.436500","41280","+07:00"
"281470698637312","281470698637567","TH","Thailand","Sakon Nakhon","Phon Na Kaeo","17.221220","104.289940","47210","+07:00"
"281470698637568","281470698637823","TH","Thailand","Mukdahan","Mukdahan","16.545310","104.723510","49160","+07:00"
"281470698637824","281470698638079","TH","Thailand","Udon Thani","Udon Thani","17.415670","102.785890","41380","+07:00"
"281470698638080","281470698638335","TH","Thailand","Kalasin","Kalasin","16.432810","103.506580","46000","+07:00"
"281470698638336","281470698638591","TH","Thailand","Udon Thani","Non Sa-at","16.979140","102.893700","40280","+07:00"
"281470698638592","281470698638847","TH","Thailand","Roi Et","Kaset Wisai","15.655580","103.583610","45150","+07:00"
"281470698638848","281470698639103","TH","Thailand","Loei","Loei","17.490520","101.727490","42000","+07:00"
"281470698639104","281470698639359","TH","Thailand","Loei","Pak Chom","18.020610","101.898280","42150","+07:00"
